,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,title,writer,isbn,page_num,pub_year,rating,image_url,genres
4111,4111,4111,4111,"ENCYCLOPEDIA BROWN, BOY DETECTIVE (ENCYCLOPEDIA BROWN, #1)",DONALD J. SOBOL,553157248,138,1963.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,HORROR
4112,4112,4112,4112,"DISSOLUTION (MATTHEW SHARDLAKE, #1)",C.J. SANSOM,330411969,172,2003.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1329914905M/138685.JPG,BIOGRAPHY
4113,4113,4113,4113,"THE CLIQUE (THE CLIQUE, #1)",LISI HARRISON,689872992,125,2004.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,BIOGRAPHY
4114,4114,4114,4114,THE SIXTH EXTINCTION: AN UNNATURAL HISTORY,ELIZABETH KOLBERT,805092994,151,2014.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1372677697M/17910054.JPG,SCIENCE
4115,4115,4115,4115,BILLY LYNN'S LONG HALFTIME WALK,BEN FOUNTAIN,60885599,143,2012.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1336052759M/13325079.JPG,TRAVEL
4116,4116,4116,4116,A WHOLE NEW MIND: WHY RIGHT-BRAINERS WILL RULE THE FUTURE,DANIEL H. PINK,1594481717,142,2004.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1309284710M/99315.JPG,TEXTBOOK
4117,4117,4117,4117,"ACROSS THE NIGHTINGALE FLOOR (TALES OF THE OTORI, #1)",LIAN HEARN,1573223328,191,2002.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,SCIENCEFICTION
4118,4118,4118,4118,A BRIEFER HISTORY OF TIME,"STEPHEN HAWKING, LEONARD MLODINOW",553804367,189,2005.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,SCIENCE
4119,4119,4119,4119,THE BLIND WATCHMAKER: WHY THE EVIDENCE OF EVOLUTION REVEALS A UNIVERSE WITHOUT DESIGN,RICHARD DAWKINS,141026162,166,1986.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,PHILOSOPHY
4120,4120,4120,4120,"FACE THE FIRE (THREE SISTERS ISLAND, #3)",NORA ROBERTS,749932988,173,2002.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1330175555M/59822.JPG,HISTORY
4121,4121,4121,4121,ONCE WE WERE BROTHERS,RONALD H. BALSON,1250046394,117,2010.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1376835596M/17834834.JPG,CRIME
4122,4122,4122,4122,WHEN I'M GONE,"EMILY BLEEKER, DAN JOHN MILLER",,109,2016.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1465938298M/27401883.JPG,YOUNGADULT
4123,4123,4123,4123,LIFE EXPECTANCY,DEAN KOONTZ,553588249,155,2004.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1308458308M/16435.JPG,TEXTBOOK
4124,4124,4124,4124,"THE DRAGON HEIR (THE HEIR CHRONICLES, #3)",CINDA WILLIAMS CHIMA,1423110706,118,2008.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1304657191M/2866413.JPG,SCIENCE
4125,4125,4125,4125,"FALLOUT (CRANK, #3)",ELLEN HOPKINS,1416950095,111,2010.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,BIOGRAPHY
4126,4126,4126,4126,"BLACK NOTICE (KAY SCARPETTA, #10)",PATRICIA CORNWELL,425175405,201,1999.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1388461944M/123598.JPG,SCIENCE
4127,4127,4127,4127,THE WONDER,EMMA DONOGHUE,316393878,113,2016.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1463229441M/28449257.JPG,BIOGRAPHY
4128,4128,4128,4128,INNOCENT TRAITOR,ALISON WEIR,345494857,133,2006.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,YOUNGADULT
4129,4129,4129,4129,THE FOURTH HAND,JOHN IRVING,345463153,181,2001.0,3.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1375776688M/4656.JPG,PHILOSOPHY
4130,4130,4130,4130,"GONE, BABY, GONE (KENZIE & GENNARO, #4)",DENNIS LEHANE,380730359,177,1998.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,YOUNGADULT
4131,4131,4131,4131,"TUNNELS OF BLOOD (CIRQUE DU FREAK, #3)",DARREN SHAN,,166,2000.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,CRIME
4132,4132,4132,4132,ON MYSTIC LAKE,KRISTIN HANNAH,345471172,146,1999.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,TRAVEL
4133,4133,4133,4133,"THE KILLING GAME (EVE DUNCAN, #2)",IRIS JOHANSEN,553581554,139,1999.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1314902885M/78131.JPG,HISTORY
4134,4134,4134,4134,"THE RETRIBUTION OF MARA DYER (MARA DYER, #3)",MICHELLE HODKIN,1442484233,118,2014.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1417969205M/15768409.JPG,PHILOSOPHY
4135,4135,4135,4135,RACHAEL RAY 365: NO REPEATS: A YEAR OF DELICIOUSLY DIFFERENT DINNERS,RACHAEL RAY,1400082544,105,2005.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,TRAVEL
4136,4136,4136,4136,A WOLF AT THE TABLE,AUGUSTEN BURROUGHS,312342020,131,2008.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,YOUNGADULT
4137,4137,4137,4137,"SEVENTH SON (TALES OF ALVIN MAKER, #1)",ORSON SCOTT CARD,076534775X,152,1987.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327295457M/40290.JPG,YOUNGADULT
4138,4138,4138,4138,THE MYSTERIES OF PITTSBURGH,MICHAEL CHABON,60790598,142,1988.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,PHILOSOPHY
4139,4139,4139,4139,MANHUNT: THE 12-DAY CHASE FOR LINCOLN'S KILLER,JAMES L. SWANSON,60518502,126,2006.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1344193262M/146274.JPG,SCIENCE
4140,4140,4140,4140,THE BOOK OF TOMORROW,CECELIA AHERN,7233701,171,2009.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1276970678M/6631792.JPG,BIOGRAPHY
4141,4141,4141,4141,"UNCOMMON CRIMINALS (HEIST SOCIETY, #2)",ALLY CARTER,1423147952,125,2011.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1298155996M/10327303.JPG,SCIENCEFICTION
4142,4142,4142,4142,ON THE FENCE,KASIE WEST,62235672,114,2014.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1383229604M/18298225.JPG,CLASSIC
4143,4143,4143,4143,FOLLOW YOU HOME,MARK  EDWARDS,,117,2015.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1432662633M/25153134.JPG,SCIENCE
4144,4144,4144,4144,"LOVE, STARGIRL (STARGIRL, #2)",JERRY SPINELLI,375913750,131,2007.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1320395760M/846984.JPG,CLASSIC
4145,4145,4145,4145,NEFERTITI,MICHELLE MORAN,307381463,150,2007.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1320449831M/481446.JPG,YOUNGADULT
4146,4146,4146,4146,"YOU ARE NOT SO SMART: WHY YOU HAVE TOO MANY FRIENDS ON FACEBOOK, WHY YOUR MEMORY IS MOSTLY FICTION, AND 46 OTHER WAYS YOU'RE DELUDING YOURSELF",DAVID MCRANEY,1592406599,124,2011.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1391879112M/11709037.JPG,YOUNGADULT
4147,4147,4147,4147,"INTO THE WILDERNESS (WILDERNESS, #1)",SARA DONATI,553578529,127,1998.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1320395200M/72854.JPG,HISTORY
4148,4148,4148,4148,"THE ORESTEIA  (ΟΡΈΣΤΕΙΑ, #1-3)","AESCHYLUS, ROBERT FAGLES, WILLIAM BEDELL STANFORD",140443339,355,-458.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1391822282M/1519.JPG,SCIENCE
4149,4149,4149,4149,"HOW THE LIGHT GETS IN (CHIEF INSPECTOR ARMAND GAMACHE, #9)",LOUISE PENNY,312655479,125,2013.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1364312402M/17167084.JPG,PHILOSOPHY
4150,4150,4150,4150,DON'T WASTE YOUR LIFE,JOHN PIPER,1581344988,130,2003.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1369824233M/347656.JPG,YOUNGADULT
4151,4151,4151,4151,LA CATEDRAL DEL MAR,ILDEFONSO FALCONES,307376656,221,2006.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1366301973M/54984.JPG,HISTORY
4152,4152,4152,4152,THE LIFE OF ELIZABETH I,ALISON WEIR,345425502,121,1996.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1320433923M/111222.JPG,CRIME
4153,4153,4153,4153,"BOOK OF MORMON, DOCTRINE AND COVENANTS, PEARL OF GREAT PRICE",THE CHURCH OF JESUS CHRIST OF LATTER-DAY SAINTS,1592975038,132,1950.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1396619969M/747061.JPG,SCIENCE
4154,4154,4154,4154,EARTH (THE BOOK): A VISITOR'S GUIDE TO THE HUMAN RACE,"JON STEWART, RORY ALBANESE, KEVIN BLEYER, RICH BLOOMQUIST, STEVE BODOW, TIM CARVELL, WYATT CENAC, HALLIE HAGLUND, J.R. HAVLAN, DAVID JAVERBAUM, ELLIOTT KALAN, JOSH LIEB, SAM MEANS, JO MILLER, JOHN OLIVER, DANIEL RADOSH, JASON ROSS",044657922X,117,2010.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1344264519M/8163722.JPG,TEXTBOOK
4155,4155,4155,4155,"MY SOUL TO TAKE (SOUL SCREAMERS, #1)",RACHEL VINCENT,373210035,128,2009.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1454287869M/6315602.JPG,BIOGRAPHY
4156,4156,4156,4156,"CONVERSATIONS WITH GOD: AN UNCOMMON DIALOGUE, BOOK 2",NEALE DONALD WALSCH,1571740562,145,1996.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,HISTORY
4157,4157,4157,4157,"EVERNEATH (EVERNEATH, #1)",BRODI ASHTON,62071130,126,2012.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1340210035M/9413044.JPG,SCIENCE
4158,4158,4158,4158,"PLUM SPOOKY (STEPHANIE PLUM, #14.5)",JANET EVANOVICH,739328271,127,2009.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1320400804M/3400816.JPG,SCIENCE
4159,4159,4159,4159,WARRIOR OF THE LIGHT,PAULO COELHO,60527986,230,1997.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1359135200M/1426.JPG,HISTORY
4160,4160,4160,4160,"JAMES POTTER AND THE HALL OF ELDERS' CROSSING (JAMES POTTER, #1)",G. NORMAN LIPPERT,,109,2007.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1497650972M/2548866.JPG,SCIENCEFICTION
4161,4161,4161,4161,WHERE MEN WIN GLORY: THE ODYSSEY OF PAT TILLMAN,JON KRAKAUER,385522266,131,2008.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,BIOGRAPHY
4162,4162,4162,4162,GOD'S SMUGGLER,"BROTHER ANDREW, ELIZABETH SHERRILL, JOHN SHERRILL",800793013,145,1964.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,SCIENCE
4163,4163,4163,4163,MAINE,J. COURTNEY SULLIVAN,307595129,124,2011.0,3.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1295996313M/9923372.JPG,HISTORY
4164,4164,4164,4164,THE FILL-IN BOYFRIEND,KASIE WEST,006233638X,122,2015.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1414605032M/18660447.JPG,CRIME
4165,4165,4165,4165,HOW I LIVE NOW,MEG ROSOFF,553376055,174,2004.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327870252M/161426.JPG,CLASSIC
4166,4166,4166,4166,"MISTER MONDAY (THE KEYS TO THE KINGDOM, #1)",GARTH NIX,439856264,139,2003.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,SCIENCEFICTION
4167,4167,4167,4167,THESE THINGS HIDDEN,HEATHER GUDENKAUF,778328791,137,2011.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1296001564M/9166559.JPG,PHILOSOPHY
4168,4168,4168,4168,FIX-IT AND FORGET-IT COOKBOOK: FEASTING WITH YOUR SLOW COOKER,"DAWN J. RANCK, PHYLLIS PELLMAN GOOD",1561483397,105,2000.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,BIOGRAPHY
4169,4169,4169,4169,"STRANGE ANGELS (STRANGE ANGELS, #1)","LILI ST. CROW, LILITH SAINTCROW",1595142517,137,2009.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1331244487M/6006518.JPG,CLASSIC
4170,4170,4170,4170,STOLEN LIVES: TWENTY YEARS IN A DESERT JAIL,"MALIKA OUFKIR, MICHÈLE FITOUSSI",786886307,170,1999.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,SCIENCEFICTION
4171,4171,4171,4171,BLACK HILLS,NORA ROBERTS,399155813,163,2009.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1303019108M/6013511.JPG,SCIENCE
4172,4172,4172,4172,CIVIL WAR: A MARVEL COMICS EVENT,"MARK MILLAR, STEVE MCNIVEN, DEXTER VINES, MORRY HOLLOWELL",078512179X,148,2006.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1345813608M/91714.JPG,CLASSIC
4173,4173,4173,4173,THE VOW: THE KIM & KRICKITT CARPENTER STORY,"KIM CARPENTER, JOHN R. PERRY, KRICKITT CARPENTER",805421300,127,2000.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,SCIENCE
4174,4174,4174,4174,THE PUPPET MASTERS,ROBERT A. HEINLEIN,143913376X,179,1951.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,PHILOSOPHY
4175,4175,4175,4175,ALL THE MISSING GIRLS,MEGAN MIRANDA,,123,2016.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1452098621M/23212667.JPG,SCIENCEFICTION
4176,4176,4176,4176,JUST GO TO BED,MERCER MAYER,307119408,107,1983.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,SCIENCE
4177,4177,4177,4177,TODAY WILL BE DIFFERENT,MARIA SEMPLE,316403431,124,2016.0,3.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1491367278M/28449270.JPG,SCIENCE
4178,4178,4178,4178,"XXXHOLIC, VOL. 1 (XXXHOLIC, #1)","CLAMP, WILLIAM FLANAGAN",345470583,114,2003.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,SCIENCE
4179,4179,4179,4179,"MISS NELSON IS BACK (MISS NELSON, #2)","HARRY ALLARD, JAMES  MARSHALL",039541668X,111,1982.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,CRIME
4180,4180,4180,4180,"GREEN MARS (MARS TRILOGY, #2)",KIM STANLEY ROBINSON,553572393,146,1994.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,HORROR
4181,4181,4181,4181,"TO GREEN ANGEL TOWER (MEMORY, SORROW, AND THORN, #3)",TAD WILLIAMS,756402980,112,1993.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1347824309M/28691.JPG,CLASSIC
4182,4182,4182,4182,THE CANTERVILLE GHOST,"OSCAR WILDE, INGA MOORE",744549515,395,1887.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1363935696M/45685.JPG,HISTORY
4183,4183,4183,4183,SECONDS,"BRYAN LEE O'MALLEY, NATHAN FAIRBAIRN",345529375,116,2014.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1399502867M/18630542.JPG,CLASSIC
4184,4184,4184,4184,"FALLEN CREST HIGH (FALLEN CREST HIGH, #1)",TIJAN,,114,2012.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1355101275M/16134551.JPG,TRAVEL
4185,4185,4185,4185,ANATOMY FOR THE ARTIST,JENŐ BARCSAY,1402735421,114,1953.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1328858785M/327246.JPG,CRIME
4186,4186,4186,4186,SUFFER THE CHILDREN,JOHN SAUL,044018293X,123,1977.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,BIOGRAPHY
4187,4187,4187,4187,"CATHERINE, CALLED BIRDY",KAREN CUSHMAN,60739428,149,1994.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,CRIME
4188,4188,4188,4188,PRINCESS: A TRUE STORY OF LIFE BEHIND THE VEIL IN SAUDI ARABIA,JEAN SASSON,967673747,182,1992.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1377538002M/613283.JPG,CRIME
4189,4189,4189,4189,"MAGIC KINGDOM FOR SALE/SOLD (MAGIC KINGDOM OF LANDOVER, #1)",TERRY BROOKS,1857232569,165,1986.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,HORROR
4190,4190,4190,4190,THE POWER OF YOUR SUBCONSCIOUS MIND,"JOSEPH MURPHY, IAN MCMAHAN",553583182,299,1962.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,HISTORY
4191,4191,4191,4191,"BLOOD AND GOLD (THE VAMPIRE CHRONICLES, #8)",ANNE RICE,99271494,153,2001.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1168274792M/31341.JPG,SCIENCE
4192,4192,4192,4192,"THE CROWN OF EMBERS (FIRE AND THORNS, #2)",RAE CARSON,62026518,118,2012.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1335241091M/10816908.JPG,SCIENCEFICTION
4193,4193,4193,4193,"PAGE (PROTECTOR OF THE SMALL, #2)",TAMORA PIERCE,,123,2000.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1215394280M/153785.JPG,TRAVEL
4194,4194,4194,4194,"THE GUARD (THE SELECTION, #2.5)",KIERA CASS,62317148,114,2014.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1380307008M/18170039.JPG,TEXTBOOK
4195,4195,4195,4195,JOHNNY TREMAIN,"ESTHER FORBES, LYND WARD",440442508,158,1943.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1308964858M/816870.JPG,TEXTBOOK
4196,4196,4196,4196,THE MOTORCYCLE DIARIES: NOTES ON A LATIN AMERICAN JOURNEY,"ERNESTO CHE GUEVARA, ALEIDA GUEVARA MARCH",1876175702,200,1993.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1354902593M/172732.JPG,CRIME
4197,4197,4197,4197,"FIGHT WITH ME (WITH ME IN SEATTLE, #2)",KRISTEN PROBY,,113,2012.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1355896180M/16090636.JPG,BIOGRAPHY
4198,4198,4198,4198,"BLACK: THE BIRTH OF EVIL (THE CIRCLE, #1)",TED DEKKER,1595540210,149,2003.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,CLASSIC
4199,4199,4199,4199,"THE HUNDRED THOUSAND KINGDOMS (INHERITANCE TRILOGY, #1)",N.K. JEMISIN,316043915,140,2010.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1303143211M/6437061.JPG,YOUNGADULT
4200,4200,4200,4200,OFFICER BUCKLE & GLORIA,PEGGY RATHMANN,399226168,111,1995.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,HORROR
4201,4201,4201,4201,THE SAVAGE DETECTIVES,"ROBERTO BOLAÑO, NATASHA WIMMER",374191484,181,1998.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1342651149M/63033.JPG,HISTORY
4202,4202,4202,4202,"ALICE IN ZOMBIELAND (WHITE RABBIT CHRONICLES, #1)",GENA SHOWALTER,373210582,142,2012.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1333628241M/11300302.JPG,HISTORY
4203,4203,4203,4203,"SPELLS (WINGS, #2)",APRILYNNE PIKE,61668060,148,2009.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1328316409M/6801582.JPG,CLASSIC
4204,4204,4204,4204,CHESS STORY,"STEFAN ZWEIG, JOEL ROTENBERG, HANS HAUSMANN, DIRK MULLER, PETER GAY, WILLY TRENK-TREBITSCH, MARIO ADORF, GERT WESTPHAL",1590171691,387,1941.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,HORROR
4205,4205,4205,4205,THE LION KING: A LITTLE GOLDEN BOOK,"JUSTINE KORMAN FONTES, DON WILLIAMS, WALT DISNEY COMPANY",736420959,102,1994.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1320412442M/594361.JPG,HORROR
4206,4206,4206,4206,"THE MEDUSA PLOT (39 CLUES: CAHILLS VS. VESPERS, #1)",GORDON KORMAN,545324092,120,2011.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1328836311M/11198312.JPG,SCIENCEFICTION
4207,4207,4207,4207,"THE PENDERWICKS: A SUMMER TALE OF FOUR SISTERS, TWO RABBITS, AND A VERY INTERESTING BOY (THE PENDERWICKS #1)",JEANNE BIRDSALL,,145,2005.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1320508900M/266904.JPG,SCIENCEFICTION
4208,4208,4208,4208,"THE LION (JOHN COREY, #5)",NELSON DEMILLE,044658083X,140,2010.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1259186800M/7164343.JPG,CLASSIC
4209,4209,4209,4209,"KISS OF THE HIGHLANDER (HIGHLANDER, #4)",KAREN MARIE MONING,044023655X,146,2001.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1400966202M/112754.JPG,HISTORY
4210,4210,4210,4210,ELIZABETH THE QUEEN: THE LIFE OF A MODERN MONARCH,SALLY BEDELL SMITH,1400067898,121,2012.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1324343095M/12722468.JPG,PHILOSOPHY
4211,4211,4211,4211,THE SON,"JO NESBØ, CHARLOTTE BARSLUND",385351372,178,2014.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1390177620M/19101283.JPG,PHILOSOPHY
4212,4212,4212,4212,"CHEW, VOL. 1: TASTER'S CHOICE","JOHN LAYMAN, ROB GUILLORY",1607061597,114,2009.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1409985990M/6839093.JPG,CLASSIC
4213,4213,4213,4213,A SINGLE SHARD,LINDA SUE PARK,440418518,138,2001.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,BIOGRAPHY
4214,4214,4214,4214,"TIME OF THE TWINS (DRAGONLANCE: LEGENDS, #1)","MARGARET WEIS, TRACY HICKMAN",786931582,148,1986.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1390667790M/29187.JPG,HORROR
4215,4215,4215,4215,SACRÉ BLEU: A COMEDY D'ART,CHRISTOPHER MOORE,61779741,130,2012.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1331321350M/7743117.JPG,SCIENCEFICTION
4216,4216,4216,4216,ROADSIDE PICNIC,"ARKADY STRUGATSKY, BORIS STRUGATSKY, ANTONINA W. BOUIS, ANTONINA W. BOUIS, THEODORE STURGEON",575070536,198,1972.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,SCIENCEFICTION
4217,4217,4217,4217,"QUEEN OF BABBLE GETS HITCHED (QUEEN OF BABBLE, #3)",MEG CABOT,006085202X,132,2008.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,SCIENCE
